value_loss,nupdates,fps,explained_variance,total_timesteps,policy_entropy
0.003417598083615303,1,32,-130.57167053222656,20,1.7917490005493164
0.025314297527074814,100,851,0.006684601306915283,2000,1.7917201519012451
0.0001608030725037679,200,968,-0.8458043336868286,4000,1.791675329208374
0.0003535055438987911,300,1011,-0.9188399314880371,6000,1.7913402318954468
0.0001828991953516379,400,1032,-2.4171433448791504,8000,1.7912126779556274
0.00026595735107548535,500,1047,-0.8362067937850952,10000,1.788593053817749
0.00048453352064825594,600,1040,-0.09631752967834473,12000,1.7886422872543335
0.00029359624022617936,700,1008,-0.8480504751205444,14000,1.7890974283218384
0.0009839616250246763,800,959,-0.5666553974151611,16000,1.7455120086669922
0.0002746275276876986,900,946,-0.5859588384628296,18000,1.7750117778778076
0.0011063744314014912,1000,921,0.031598448753356934,20000,1.7797338962554932
0.043719783425331116,1100,901,0.04553800821304321,22000,1.7877123355865479
0.040551863610744476,1200,889,0.018489718437194824,24000,1.771081566810608
0.0008772057481110096,1300,880,-0.6449577808380127,26000,1.7901737689971924
0.0004970934824086726,1400,870,-0.8624029159545898,28000,1.7887566089630127
0.04163473844528198,1500,862,0.036470770835876465,30000,1.7754669189453125
0.004463008139282465,1600,855,0.05618947744369507,32000,1.7590348720550537
0.001856048940680921,1700,850,0.17393136024475098,34000,1.7866714000701904
0.001097491243854165,1800,846,0.033660829067230225,36000,1.784205675125122
0.0005658832960762084,1900,840,-0.7089617252349854,38000,1.7882709503173828
0.06037043780088425,2000,836,0.10650217533111572,40000,1.7799742221832275
0.0037815000396221876,2100,833,-0.8850040435791016,42000,1.769566297531128
0.0008768498664721847,2200,830,-0.16176724433898926,44000,1.7814842462539673
0.0019092680886387825,2300,827,-1.1314435005187988,46000,1.7866054773330688
0.09415371716022491,2400,825,0.12077295780181885,48000,1.7827880382537842
0.0007239406695589423,2500,822,-0.24862539768218994,50000,1.7900457382202148
0.0013641554396599531,2600,820,0.3578640818595886,52000,1.7787511348724365
0.002318257000297308,2700,818,-0.18208420276641846,54000,1.7826998233795166
0.002161976182833314,2800,816,0.706867516040802,56000,1.7787866592407227
0.0031265418510884047,2900,815,0.5688710510730743,58000,1.7765614986419678
