total_timesteps,fps,policy_entropy,value_loss,explained_variance,nupdates
5480000,521,1.8207088708877563,0.00654944684356451,0.986838505603373,274000
5482000,521,1.7857272624969482,0.015013891272246838,0.9552193582057953,274100
5484000,521,1.9858791828155518,0.026324540376663208,0.9210860729217529,274200
5486000,521,1.9809465408325195,0.00571829779073596,0.9927770127542317,274300
5488000,522,1.9090293645858765,0.010144281201064587,0.8017158061265945,274400
5490000,522,1.7120469808578491,0.02516072988510132,0.8531624674797058,274500
5492000,522,1.6983808279037476,0.00998559407889843,0.9773830845952034,274600
5494000,522,2.154944896697998,0.029341552406549454,0.8619657307863235,274700
5496000,522,1.8507530689239502,0.0066251554526388645,0.989063672721386,274800
5498000,522,1.9176740646362305,0.005844471510499716,0.9892997285351157,274900
5500000,522,1.9428508281707764,0.011098295450210571,0.953800342977047,275000
