nupdates,value_loss,fps,policy_entropy,explained_variance,total_timesteps
1,0.0015104954363778234,28,2.890369415283203,-1.3478703498840332,20
100,0.000841104076243937,576,2.8903651237487793,-2.7428135871887207,2000
200,0.0005262215272523463,644,2.890364170074463,-6.294120788574219,4000
300,0.002578925807029009,666,2.890350818634033,-0.9930557012557983,6000
400,0.052318137139081955,677,2.890352964401245,-0.09955215454101562,8000
500,0.0007637125672772527,685,2.890317916870117,0.004002869129180908,10000
600,0.00043908768566325307,692,2.890242099761963,-1.3320941925048828,12000
700,0.09020565450191498,698,2.889984130859375,0.1022600531578064,14000
800,0.00031287793535739183,701,2.8897457122802734,0.5219659507274628,16000
900,0.1827431619167328,701,2.8883776664733887,0.05699574947357178,18000
1000,0.07851864397525787,704,2.8804373741149902,0.17981404066085815,20000
1100,0.0007327826460823417,706,2.882045269012451,0.8226654827594757,22000
1200,0.001078056520782411,707,2.887089967727661,0.6836972534656525,24000
1300,0.0422639474272728,708,2.882486581802368,0.1807505488395691,26000
1400,0.0006056047859601676,707,2.884051561355591,-0.1811920404434204,28000
1500,0.0026787868700921535,707,2.887627124786377,0.7006610631942749,30000
1600,0.0013055169256404042,707,2.8868567943573,0.8063491433858871,32000
1700,0.0008479831740260124,707,2.8854262828826904,0.8379306495189667,34000
1800,0.008917445316910744,707,2.8511548042297363,0.3778728246688843,36000
1900,0.026573622599244118,707,2.8255257606506348,0.5608638823032379,38000
2000,0.0011304934741929173,706,2.882951259613037,0.7674101144075394,40000
2100,0.00043933288543485105,706,2.886439085006714,0.9013473019003868,42000
2200,0.0019799803849309683,707,2.8805301189422607,0.7857198864221573,44000
2300,0.0007696545799262822,707,2.8810784816741943,0.8986128866672516,46000
2400,0.001061644870787859,707,2.867467164993286,0.9022974818944931,48000
2500,0.004486849531531334,708,2.8821396827697754,0.5436060726642609,50000
2600,0.009031949564814568,708,2.881347179412842,0.8226140588521957,52000
2700,0.005002625286579132,708,2.885056734085083,0.5211674273014069,54000
2800,0.0011444755364209414,708,2.8469035625457764,0.8893977031111717,56000
2900,0.0030773207545280457,708,2.839186906814575,-0.5610121488571167,58000
3000,0.10457362234592438,708,2.8304872512817383,0.5610440373420715,60000
3100,0.003922409377992153,709,2.858607769012451,-0.6940205097198486,62000
3200,0.0011241111205890775,709,2.8772335052490234,0.8220197856426239,64000
3300,0.0019313774537295103,710,2.8731956481933594,0.2712209224700928,66000
3400,0.0015174781437963247,709,2.871373414993286,0.8163299858570099,68000
3500,0.0019985483959317207,709,2.881904363632202,0.24293696880340576,70000
3600,0.0011003874242305756,710,2.868643283843994,-3.380347728729248,72000
3700,0.0012822983553633094,710,2.8380448818206787,0.9722841959446669,74000
3800,0.002868868876248598,710,2.8722333908081055,0.92694341391325,76000
3900,0.0042920587584376335,710,2.8799350261688232,0.7249494194984436,78000
4000,0.0014405518304556608,710,2.876370429992676,0.8662135452032089,80000
4100,0.002592541743069887,710,2.8751680850982666,0.9127975180745125,82000
4200,0.0019619751255959272,710,2.8727543354034424,0.9665968157351017,84000
4300,0.001843248144723475,710,2.8797225952148438,0.8770131841301918,86000
4400,0.000723459233995527,710,2.8737218379974365,0.546222448348999,88000
4500,0.004872678313404322,710,2.8719465732574463,0.9583037905395031,90000
4600,0.0010942153166979551,710,2.870805263519287,0.7798516899347305,92000
4700,0.004867244511842728,710,2.8551979064941406,0.9545171596109867,94000
4800,0.0029588660690933466,711,2.8618111610412598,0.9513032622635365,96000
4900,0.0009323700214736164,711,2.8719582557678223,0.9877101732417941,98000
5000,0.0005901421536691487,711,2.885948657989502,0.17413920164108276,100000
5100,0.0062615880742669106,711,2.8732235431671143,0.8811798542737961,102000
5200,0.008454050868749619,711,2.8746418952941895,0.8692690879106522,104000
5300,0.005557968281209469,711,2.8767359256744385,0.86312435567379,106000
