fps,nupdates,total_timesteps,value_loss,policy_entropy,explained_variance
775,42400,848000,0.623144268989563,1.8328778743743896,0.9058856070041656
775,42500,850000,0.1482093632221222,2.00418758392334,0.909016951918602
775,42600,852000,0.09602466225624084,2.043891429901123,0.9427624680101871
775,42700,854000,0.06772480905056,1.7756175994873047,0.9590716287493706
775,42800,856000,0.04605242982506752,1.7733547687530518,0.9935468235053122
775,42900,858000,0.10405297577381134,1.628234624862671,0.8758710250258446
775,43000,860000,0.3424873948097229,1.8751846551895142,0.8800322264432907
775,43100,862000,0.07472530752420425,1.5041131973266602,0.9894472854211926
775,43200,864000,0.07372681796550751,1.8628082275390625,0.9348895400762558
775,43300,866000,14.474754333496094,1.8614835739135742,0.07277637720108032
775,43400,868000,0.4705761969089508,1.4785001277923584,0.9656911492347717
